1110	1674843726.2236645	13	13	14	15	12	13	13	12	12	12	13	14	14	12	13	14	14	13	13	12	12	12	11	13	12	14	12	14	10	15	12	13	14	11	13	13	11	8	13	15	15	13	13	15	13	13	8	12
1111	1674843726.227064	12	14	10	8	12	13	11	13	13	12	14	9	12	12	14	14	14	12	12	12	13	12	13	11	12	11	11	11	12	13	9	15	12	15	13	15	12	12	11	13	13	12	13	12	14	13	13	14
1112	1674843726.2304964	12	15	12	14	13	14	14	13	12	12	13	14	12	15	7	8	15	14	14	11	12	12	13	14	13	14	13	12	13	14	13	12	13	13	14	10	13	13	14	14	15	12	13	13	12	15	14	12
1113	1674843726.2336123	14	14	14	13	12	13	13	11	11	13	13	13	12	14	13	13	15	14	15	13	15	12	11	14	12	13	13	14	12	14	8	9	12	13	14	13	14	13	13	13	12	13	14	12	12	12	12	14
1114	1674843726.2365937	15	13	13	12	14	13	12	13	12	13	14	13	10	14	13	12	15	14	8	12	13	12	14	14	14	13	12	15	14	15	13	10	13	14	11	13	13	12	14	14	12	13	13	13	12	12	12	14
1115	1674843726.2396789	12	12	11	14	12	13	14	12	11	14	13	15	12	14	15	14	14	13	11	12	11	11	13	15	13	13	12	12	12	15	13	13	13	13	11	13	13	13	11	13	14	14	14	12	13	12	14	12
1116	1674843726.2428463	14	15	10	13	8	13	9	9	12	11	11	13	12	15	8	12	14	11	11	10	14	13	12	13	12	13	12	14	14	15	12	12	12	12	14	14	15	13	13	14	13	12	14	11	11	11	14	13
1117	1674843726.2502472	13	14	13	14	12	14	14	14	14	14	14	14	12	12	14	11	13	15	14	7	14	12	12	14	13	14	12	12	13	15	12	13	12	12	12	12	14	12	8	9	13	9	13	11	12	12	13	12
1118	1674843726.2547085	13	13	12	15	13	7	13	12	14	13	15	12	11	14	13	14	12	14	14	13	12	12	14	12	14	13	9	14	12	14	12	11	11	14	14	13	13	13	14	12	12	13	11	13	12	12	11	10
1119	1674843726.2591503	14	14	14	15	11	13	13	13	14	13	11	12	11	15	12	13	14	8	15	13	12	13	12	14	12	13	13	14	12	14	10	12	8	12	14	14	13	13	11	14	8	11	12	12	14	12	12	12
1120	1674843726.2631369	13	12	13	12	13	13	14	14	12	13	13	15	12	15	9	13	14	14	14	12	14	13	12	15	12	12	13	14	13	7	11	13	12	14	13	15	14	13	13	14	12	13	13	13	11	13	12	13
1121	1674843726.2664196	11	13	13	10	14	14	12	12	13	15	14	13	8	14	13	13	15	13	13	12	15	12	12	13	13	13	14	12	15	15	13	14	13	12	9	8	11	12	14	14	13	13	13	10	12	12	13	14
1122	1674843726.269645	12	12	12	12	12	13	11	10	12	14	15	9	12	15	7	14	14	14	14	12	14	12	12	13	9	15	8	11	14	14	13	10	13	13	13	8	8	13	14	13	13	13	12	11	11	11	12	13
1123	1674843726.2728553	9	14	13	12	14	13	14	14	12	12	12	9	8	12	12	12	12	12	14	12	14	12	13	15	13	14	12	12	13	13	11	11	14	12	12	13	12	14	14	14	11	12	13	13	13	12	13	14
1124	1674843726.276257	14	11	13	13	10	12	14	10	11	13	15	15	13	13	12	12	12	9	14	13	13	12	15	15	14	9	12	14	7	13	14	13	12	12	14	15	12	11	13	15	14	14	9	13	14	12	13	13
1125	1674843726.2797258	14	13	12	11	13	12	14	13	13	14	13	13	12	15	14	13	14	14	15	13	13	11	14	14	12	10	13	13	11	13	12	14	14	8	15	13	14	13	13	15	13	14	14	13	13	13	13	13
1126	1674843726.282867	12	13	13	13	13	14	9	14	11	12	14	15	12	15	12	12	12	12	12	12	13	12	13	11	13	10	11	12	12	13	11	13	13	12	13	13	14	11	13	15	13	13	12	10	13	15	10	14
1127	1674843726.2859995	13	13	11	12	13	14	14	13	13	12	14	13	8	15	13	13	14	13	15	12	12	13	12	11	13	12	9	13	13	8	12	11	13	13	9	10	11	13	14	8	13	11	12	13	13	12	13	12
1128	1674843726.2894776	14	14	11	13	12	11	13	12	13	7	12	14	12	14	12	13	13	11	15	10	13	12	13	15	11	12	11	13	13	14	13	13	11	12	13	14	13	13	14	14	14	14	14	13	11	13	12	14
1129	1674843726.2928474	14	14	12	12	13	12	13	13	12	14	13	12	13	8	11	13	14	12	12	13	12	10	12	13	11	13	12	12	12	13	13	11	14	13	13	14	13	13	14	9	14	13	9	12	13	10	11	12
1130	1674843726.296168	13	15	13	14	11	13	14	13	11	15	13	15	12	15	13	11	15	13	11	11	13	12	14	15	14	8	14	12	15	14	12	13	8	14	14	13	12	11	12	11	15	13	12	14	11	14	12	14
1131	1674843726.2995296	13	14	12	12	12	8	13	13	12	13	14	15	12	15	14	13	15	14	13	11	7	9	13	14	12	10	9	9	14	11	12	13	8	13	12	13	13	12	14	14	11	12	13	12	11	13	13	14
1132	1674843726.304725	12	14	8	12	13	13	12	8	10	15	15	8	9	13	15	13	14	13	13	12	15	12	12	13	14	13	13	13	12	14	13	14	12	13	14	14	12	13	11	13	13	12	12	14	14	11	13	13
1133	1674843726.3120043	12	13	12	13	14	12	13	12	14	12	13	15	11	14	12	14	15	14	15	12	13	12	14	14	8	13	10	8	11	9	12	11	13	13	13	14	10	13	12	8	15	12	10	12	11	13	10	11
1134	1674843726.316605	13	14	12	13	11	12	13	12	10	14	8	14	13	15	12	14	12	15	12	12	14	12	13	14	11	11	13	9	12	14	10	14	9	13	11	13	13	12	11	13	10	11	12	12	10	12	11	14
1135	1674843726.3221161	12	13	10	12	13	14	8	11	12	15	14	14	11	11	13	13	13	14	14	13	12	13	14	13	12	12	13	13	11	13	11	13	11	14	10	13	12	9	14	15	13	11	13	11	12	11	11	13
1136	1674843726.3309522	14	14	12	14	13	15	14	13	12	14	12	15	13	13	13	13	15	12	14	12	12	11	10	14	13	12	13	14	14	15	13	13	13	13	13	9	12	12	12	9	13	12	13	11	13	12	12	14
1137	1674843726.336738	11	13	15	11	11	15	10	12	13	13	11	12	13	13	13	13	14	12	14	13	11	10	13	12	14	12	9	11	11	14	11	13	10	12	10	10	14	14	13	15	11	13	13	12	12	13	12	11
1138	1674843726.3419144	9	12	14	13	11	14	11	13	12	14	13	12	13	15	13	13	13	13	13	10	14	13	14	15	12	12	12	9	12	13	13	11	13	13	14	15	8	12	12	13	13	13	9	10	13	12	13	11
1139	1674843726.345444	12	12	13	13	11	12	13	13	12	9	15	12	12	14	13	14	14	13	12	12	14	11	14	15	15	11	11	13	12	13	13	10	12	8	14	9	12	12	13	10	13	12	12	13	15	12	12	12
1140	1674843726.3488643	8	12	12	13	13	13	7	13	13	14	9	14	12	12	14	10	15	14	14	10	10	11	12	13	11	12	13	14	12	11	12	10	13	10	14	9	11	14	13	12	12	13	14	12	12	8	13	13
1141	1674843726.3584077	13	13	13	12	12	13	14	12	12	14	14	14	13	10	12	14	13	13	12	12	14	12	12	12	14	12	12	12	10	14	12	14	14	14	14	14	13	14	13	12	13	14	11	12	13	14	14	12
1142	1674843726.364145	12	13	11	12	13	14	13	11	13	14	14	14	11	13	12	12	11	13	15	13	12	13	13	13	11	12	13	8	8	13	11	12	14	9	12	15	13	14	12	8	8	13	12	11	13	14	10	13
1143	1674843726.3697684	12	11	13	13	12	9	12	14	13	14	11	11	11	8	13	14	15	12	13	12	14	11	14	13	12	10	13	11	14	14	12	14	11	14	15	11	12	8	13	13	13	9	13	13	13	13	12	13
1144	1674843726.3732004	12	13	11	12	11	14	12	12	12	14	13	13	13	12	13	12	13	12	8	13	13	12	13	15	13	12	10	11	14	15	14	8	12	13	13	14	11	12	13	14	8	11	13	14	13	12	13	13
1145	1674843726.3774083	14	9	13	8	11	12	15	11	12	12	14	12	12	14	13	11	13	11	15	11	13	9	10	12	11	13	13	11	13	13	11	12	13	13	14	13	12	10	14	13	14	15	11	14	10	12	13	14
1146	1674843726.386499	11	13	14	14	12	12	13	8	12	13	15	11	13	15	13	14	14	12	13	13	13	12	12	8	11	12	12	13	14	12	11	11	12	15	15	15	13	11	14	14	13	12	13	12	13	12	14	12
1147	1674843726.3922074	12	14	13	12	12	13	13	10	13	14	14	12	11	8	13	14	14	12	14	13	14	12	13	11	14	12	12	14	13	13	12	13	12	12	13	8	8	14	11	14	12	12	11	14	11	12	13	13
1148	1674843726.3972087	10	15	13	12	12	13	13	13	14	12	13	15	11	14	14	13	13	13	13	12	12	11	13	15	12	12	12	12	12	13	11	13	13	14	12	15	12	12	13	13	12	12	13	8	12	11	13	13
1149	1674843726.4007607	15	12	13	13	13	11	14	13	14	13	9	8	13	10	13	12	14	13	8	11	14	11	13	15	10	12	12	11	14	14	11	9	13	14	14	14	12	12	13	11	9	13	12	13	13	12	12	14
1150	1674843726.404144	13	12	13	14	13	8	14	10	9	15	14	14	11	14	13	13	12	13	14	12	14	12	14	13	13	12	10	10	13	11	12	13	11	12	9	14	9	12	11	12	11	11	14	13	10	12	12	13
1151	1674843726.4100602	14	12	13	13	13	11	9	14	11	13	9	13	14	14	10	14	14	12	14	12	15	13	12	9	12	12	12	13	13	14	13	13	11	14	13	13	13	11	14	13	14	14	13	12	12	14	11	12
1152	1674843726.4177203	14	14	8	14	13	12	14	12	14	13	8	13	12	12	14	11	13	12	13	11	15	11	12	13	12	12	13	11	14	14	13	12	12	13	12	13	14	14	14	13	12	13	12	13	12	14	12	12
1153	1674843726.4231014	14	15	12	15	13	13	11	12	12	11	14	15	12	13	14	10	14	14	13	13	12	11	14	15	14	12	12	12	13	14	11	12	14	14	14	7	14	13	13	15	12	13	13	13	13	12	13	14
1154	1674843726.4273486	13	14	12	14	13	12	8	13	12	15	13	11	11	13	11	10	13	13	14	13	14	11	13	13	12	13	12	10	13	12	13	13	11	12	13	15	12	11	10	14	11	10	13	14	12	9	13	12
1155	1674843726.4307525	14	13	13	13	11	14	13	13	13	13	8	15	13	12	14	13	13	13	15	13	14	13	14	12	12	11	12	13	14	15	13	12	12	14	13	12	12	14	13	7	13	12	14	12	11	12	12	13
1156	1674843726.4338956	13	13	13	10	11	13	13	14	11	13	10	12	13	15	12	9	12	14	13	13	8	11	13	13	12	11	12	12	9	14	12	12	13	15	12	15	14	13	13	13	14	13	13	12	11	8	14	14
1157	1674843726.43739	11	13	12	12	13	14	13	11	11	11	13	13	11	12	13	12	14	14	12	12	13	11	13	12	13	13	11	13	10	8	12	9	12	15	13	11	14	12	12	15	13	12	13	14	13	13	13	13
1158	1674843726.445734	13	13	8	13	8	10	13	13	11	13	11	13	13	15	14	13	12	14	11	13	13	9	12	14	14	12	11	13	15	13	12	11	9	14	12	14	13	11	13	15	10	14	12	13	12	13	14	13
1159	1674843726.449946	12	13	12	14	12	14	13	12	13	14	11	12	14	14	12	7	15	11	10	13	12	13	12	14	14	13	13	11	12	13	12	13	9	13	13	13	12	13	9	13	14	14	11	10	13	13	13	11
1160	1674843726.4550278	12	14	11	13	11	14	14	12	13	15	12	8	11	14	14	11	13	12	12	13	11	13	14	15	12	10	12	12	13	10	14	12	13	12	14	14	7	12	14	12	13	13	11	12	12	14	10	13
1161	1674843726.4582572	12	13	14	13	12	13	14	13	12	11	12	14	12	12	14	13	14	12	12	8	11	12	13	14	10	12	12	14	13	13	13	12	12	13	12	15	13	12	13	13	13	11	13	14	11	13	12	13
1162	1674843726.461418	13	14	13	8	12	14	11	12	13	12	14	13	13	13	14	8	15	14	14	12	11	13	14	14	12	12	12	12	14	11	10	9	13	14	12	14	11	8	12	9	11	14	9	12	12	12	13	12
1163	1674843726.4645166	13	13	13	13	12	15	14	7	14	15	13	14	13	15	13	14	12	15	15	13	12	13	13	13	13	13	11	13	12	13	10	14	8	14	13	14	13	13	7	11	11	12	11	12	13	12	12	11
1164	1674843726.4685543	14	13	13	13	11	12	13	12	13	13	12	13	13	14	14	13	14	13	14	13	13	10	13	15	13	13	11	10	14	12	13	12	13	12	14	8	13	8	12	15	12	13	13	13	13	13	12	14
1165	1674843726.4762785	12	13	14	12	11	8	12	13	12	13	13	13	11	13	14	12	13	11	14	13	14	12	13	12	12	14	12	14	12	12	12	12	11	12	13	13	10	11	13	15	14	13	12	10	12	13	11	14
1166	1674843726.4806824	11	12	11	14	12	14	12	15	10	12	14	15	11	14	13	12	15	14	14	14	15	13	14	14	13	11	13	13	13	11	11	12	11	11	14	13	13	9	9	15	12	13	13	12	11	13	14	11
1167	1674843726.4850729	13	13	13	13	12	13	13	14	11	7	12	14	11	14	8	12	11	14	13	12	13	9	13	14	11	13	12	11	7	13	11	13	13	8	8	15	13	14	12	12	14	10	13	12	12	13	9	12
1168	1674843726.4882786	13	15	14	14	12	13	15	13	11	14	13	11	12	12	13	12	14	10	13	11	12	13	13	14	13	12	12	11	10	11	10	13	12	11	13	10	12	13	13	14	14	11	13	13	11	13	13	13
1169	1674843726.4911547	13	12	13	10	13	15	12	13	11	8	14	14	13	13	14	12	13	14	15	13	12	13	13	13	12	13	13	13	14	12	13	11	13	8	15	14	13	12	13	8	14	14	8	12	12	13	15	14
1170	1674843726.4939613	14	13	14	14	10	13	14	13	11	12	12	14	13	15	14	13	14	13	10	12	14	13	14	14	13	13	11	12	12	14	12	13	14	8	14	14	13	13	14	14	15	12	12	12	13	12	13	12
1171	1674843726.4969	13	10	8	11	10	14	13	13	12	14	12	13	12	14	13	12	12	13	14	13	11	11	14	13	13	12	13	8	14	8	13	13	13	13	13	9	12	13	14	7	13	12	14	12	13	11	10	12
1172	1674843726.5020409	12	11	12	10	11	13	13	12	13	12	11	15	13	14	14	13	13	11	11	13	13	13	11	10	11	13	12	13	13	14	12	12	12	14	13	11	12	12	14	12	10	11	13	12	11	10	8	12
1173	1674843726.5074387	13	13	14	14	12	14	12	13	10	13	12	12	12	14	12	12	8	13	11	12	13	12	12	14	12	14	12	9	13	13	11	11	12	11	14	8	12	10	12	13	14	13	14	14	13	14	13	10
1174	1674843726.511024	12	10	9	12	12	15	13	10	11	15	11	9	13	14	12	12	13	12	14	12	14	11	13	14	13	11	11	12	12	13	13	12	12	9	12	14	13	11	13	11	9	13	13	12	11	11	12	13
1175	1674843726.514927	12	12	12	13	7	8	12	14	11	13	13	13	11	9	13	11	8	9	14	11	13	12	11	14	13	13	11	11	12	12	11	14	12	13	15	11	14	13	13	14	10	14	12	13	11	12	13	13
1176	1674843726.5181289	8	14	13	15	12	15	13	14	13	14	12	13	13	15	12	10	15	12	12	14	14	11	11	14	12	11	11	14	12	15	11	12	12	13	8	8	14	12	11	14	12	12	11	11	15	13	12	9
1177	1674843726.5209792	13	12	11	14	12	11	14	12	13	15	12	13	14	10	8	13	14	13	8	12	14	10	12	14	13	10	12	13	14	11	8	10	11	14	13	14	13	11	14	13	13	8	13	14	12	12	13	13
1178	1674843726.524055	13	14	12	13	13	13	10	12	13	13	13	9	11	15	11	14	15	13	14	12	14	12	12	14	14	13	12	14	10	11	15	13	13	14	12	13	10	13	14	14	14	12	13	14	13	13	9	12
1179	1674843726.5270326	13	13	10	11	11	14	14	13	12	15	12	15	12	13	14	8	13	12	13	13	13	12	13	15	13	12	11	13	12	13	10	13	9	8	13	13	13	13	12	13	14	12	11	12	13	13	10	13
1180	1674843726.5302486	13	12	10	13	11	13	12	13	12	13	13	13	13	13	14	14	15	13	14	12	14	13	12	12	13	12	11	13	9	11	13	12	12	8	12	12	13	12	12	14	12	13	11	12	11	12	13	11
1181	1674843726.5347755	12	10	13	10	13	13	13	12	12	15	12	13	12	14	15	14	13	9	12	9	13	12	12	15	10	13	8	11	13	14	12	12	12	11	12	14	14	12	12	12	14	11	13	14	12	13	13	14
1182	1674843726.5430653	13	14	12	10	12	14	8	12	10	14	14	13	14	13	11	13	10	11	11	13	13	13	15	15	11	11	8	13	11	13	12	14	12	12	12	13	13	11	13	8	14	13	11	11	12	14	12	7
1183	1674843726.547581	12	13	12	14	11	12	14	12	13	11	14	15	13	8	14	12	15	12	14	13	13	11	12	14	13	10	14	12	12	11	13	13	14	12	13	13	12	12	14	14	10	13	13	11	14	12	13	12
1184	1674843726.5528007	13	13	11	13	10	10	12	11	11	14	12	12	13	12	14	8	15	13	13	13	13	11	12	15	13	8	13	12	12	13	13	12	13	11	14	9	11	12	12	14	13	13	13	11	13	12	11	12
1185	1674843726.5561671	12	14	11	15	12	14	12	12	12	13	13	13	12	14	12	13	13	13	14	11	14	12	13	13	9	11	14	13	13	13	13	13	11	14	11	14	11	12	9	11	12	14	12	11	12	11	14	13
1186	1674843726.5613978	12	13	12	13	12	13	14	12	12	14	12	12	12	14	12	13	14	13	12	8	12	14	14	14	13	13	12	7	11	13	13	12	13	14	13	14	13	15	12	14	12	8	13	11	12	12	14	13
1187	1674843726.5684268	13	13	14	12	13	14	13	12	12	14	13	12	13	13	11	12	14	12	15	13	11	13	15	13	13	12	11	12	11	13	14	11	14	14	12	14	8	14	13	14	13	13	13	12	13	11	8	12
1188	1674843726.5730255	12	13	15	12	12	14	10	11	12	15	14	8	13	10	12	14	14	13	14	12	11	11	12	13	11	11	12	8	13	13	12	13	13	11	12	15	14	12	15	15	11	14	11	11	13	14	12	13
1189	1674843726.577768	13	14	12	12	11	14	13	14	12	13	13	10	13	13	11	12	7	13	9	11	13	10	13	15	12	13	12	14	12	12	11	12	12	12	13	14	13	10	14	15	12	13	12	13	13	13	11	13
1190	1674843726.5809572	11	8	13	14	11	10	13	13	13	13	14	9	11	10	14	14	14	12	14	12	12	12	14	12	14	12	12	12	14	13	13	11	13	13	8	14	15	12	14	14	13	12	13	13	12	11	12	13
1191	1674843726.5840185	14	13	13	13	8	13	13	13	13	14	11	14	13	11	14	11	13	12	14	11	13	12	13	14	11	11	14	13	11	8	13	13	13	9	11	8	12	13	10	13	12	13	13	13	11	12	12	13
1192	1674843726.5873277	13	14	12	12	12	11	13	10	11	14	11	14	13	12	13	13	14	14	13	10	8	12	13	14	12	11	13	11	12	14	13	11	13	13	13	10	12	8	10	12	13	12	13	12	12	13	13	9
1193	1674843726.5961175	14	12	13	12	13	12	12	13	13	13	14	13	14	14	13	11	13	13	12	10	12	11	13	13	12	13	13	13	11	13	11	12	12	8	12	13	12	11	12	12	14	12	12	11	12	12	13	13
1194	1674843726.6007538	11	13	12	11	11	14	12	11	13	9	11	15	12	14	12	14	14	14	9	13	12	12	13	14	12	13	13	12	13	15	12	12	12	13	9	13	11	12	12	13	14	13	12	13	13	13	11	10
1195	1674843726.605586	12	14	11	13	12	13	12	10	10	8	12	13	10	14	11	11	8	13	11	12	14	11	13	13	14	12	10	12	13	9	11	10	12	13	12	12	11	14	13	14	13	11	13	13	14	13	12	13
1196	1674843726.6087701	14	13	7	12	10	12	12	12	12	7	13	13	12	15	11	13	14	12	13	12	11	12	12	14	11	11	9	13	13	14	13	13	13	13	12	12	12	15	10	12	13	13	14	11	12	14	12	12
1197	1674843726.6119065	12	14	10	14	13	14	13	12	12	15	12	8	12	14	13	12	15	11	13	11	11	13	9	14	12	12	11	11	11	8	12	14	13	13	14	9	12	13	13	13	12	12	14	13	11	13	13	13
1198	1674843726.6150448	13	12	13	12	12	13	12	10	13	12	11	13	10	12	13	11	14	12	9	14	11	12	12	13	11	12	12	14	13	15	12	12	12	11	14	14	13	12	12	14	9	12	12	13	11	11	13	13
1199	1674843726.6184454	14	14	14	15	12	15	12	13	13	14	13	14	12	13	13	14	13	12	15	13	13	12	12	15	13	12	11	10	9	14	9	12	10	12	13	15	12	13	11	14	10	13	12	11	13	12	13	12
1200	1674843726.6270385	13	13	12	14	8	13	13	13	12	12	13	14	12	14	10	9	12	14	13	11	13	13	13	15	13	12	13	12	8	13	14	14	14	13	12	9	11	12	12	14	14	12	13	11	10	12	13	11
1201	1674843726.631869	11	14	13	13	12	12	13	11	9	13	10	14	12	12	12	14	13	14	14	13	14	12	12	13	13	10	9	15	12	11	11	11	12	13	11	11	13	13	12	14	12	12	8	12	11	10	12	12
1202	1674843726.6365778	14	13	12	14	11	13	13	11	13	14	12	13	13	15	13	14	11	8	13	12	11	10	13	13	11	11	13	11	12	15	11	13	12	14	14	12	11	14	13	12	9	13	13	13	12	12	14	14
